Camera ID,Location Name,Camera Status,Turn on Date,Camera Manufacturer,ATD Location ID,Landmark,Signal Engineer Area,Council District,Jurisdiction,Location Type,Primary St Segment ID,Cross St Segment ID,Primary Street Block,Primary Street,PRIMARY_ST_AKA,Cross Street Block,Cross Street,CROSS_ST_AKA,COA Intersection ID,Modified Date,Location,IP Comm Status,IP Comm Status Date and Time,Longitude,Latitude,Published Screenshots,Screenshot Address
79,RED RIVER ST / CLYDE LITTLEFIELD DR,TURNED_ON,08/03/2017,Sarix,LOC16-000350,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,2000,RED RIVER ST,,700,CLYDE LITTLEFIELD DR,,5159062,,"(30.2832279, -97.7279663)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7279663,30.2832279,,http://162.89.4.145/CCTVImages/CCTV79.jpg
80,ANDERSON LN / BURNET RD,TURNED_ON,,Sarix,LOC16-000385,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,2300,ANDERSON LN,,7900,BURNET RD,,5158455,,"(30.3561535, -97.730896)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.730896,30.3561535,,http://162.89.4.145/CCTVImages/CCTV80.jpg
68,GUADALUPE ST / 21ST ST,TURNED_ON,,Sarix,LOC16-000180,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2100,GUADALUPE ST,,401,21ST ST,,5157063,,"(30.2837963, -97.7419052)",ONLINE,03/21/2018 01:30:00 PM +0000,-97.7419052,30.2837963,,http://162.89.4.145/CCTVImages/CCTV68.jpg
69,GUADALUPE ST / 24TH ST,TURNED_ON,,Sarix,LOC16-000195,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2400,GUADALUPE ST,,401,24TH ST,,5157100,,"(30.2877197, -97.7415466)",ONLINE,03/23/2018 01:30:00 PM +0000,-97.7415466,30.2877197,,http://162.89.4.145/CCTVImages/CCTV69.jpg
71,38TH ST / GUADALUPE ST,TURNED_ON,,Sarix,LOC16-000235,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,600,38TH ST,,3800,GUADALUPE ST,,5157521,,"(30.302742, -97.7381439)",ONLINE,03/24/2018 01:30:00 PM +0000,-97.7381439,30.302742,,http://162.89.4.145/CCTVImages/CCTV71.jpg
72,GUADALUPE ST / 45TH ST,TURNED_ON,,Sarix,LOC16-000245,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,4482,GUADALUPE ST,,501,45TH ST,,5158333,,"(30.3108425, -97.7329788)",ONLINE,03/24/2018 01:30:00 PM +0000,-97.7329788,30.3108425,,http://162.89.4.145/CCTVImages/CCTV72.jpg
73,MARTIN LUTHER KING JR BLVD / CHESTNUT AVE,TURNED_ON,,Sarix,LOC16-000255,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,2300,MARTIN LUTHER KING JR BLVD,,1900,CHESTNUT AVE,,5160241,,"(30.2804375, -97.7172699)",ONLINE,03/30/2018 08:30:00 AM +0000,-97.7172699,30.2804375,,http://162.89.4.145/CCTVImages/CCTV73.jpg
88,LAMAR BLVD / 45TH ST,TURNED_ON,,Sarix,LOC16-000505,,CENTRAL,"10,9",AUSTIN FULL PURPOSE,ROADWAY,,,4400,LAMAR BLVD,,1001,45TH ST,,5157553,,"(30.3134632, -97.7375946)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7375946,30.3134632,,http://162.89.4.145/CCTVImages/CCTV88.jpg
89,38TH ST / LAMAR BLVD,TURNED_ON,,Sarix,LOC16-000510,,CENTRAL,"10,9",AUSTIN FULL PURPOSE,ROADWAY,,,1000,38TH ST,,3800,LAMAR BLVD,,5156777,,"(30.3051968, -97.7430496)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7430496,30.3051968,,http://162.89.4.145/CCTVImages/CCTV89.jpg
90,LAMAR BLVD / 29TH ST,TURNED_ON,,Sarix,LOC16-000525,,CENTRAL,"10,9",AUSTIN FULL PURPOSE,ROADWAY,,,2900,LAMAR BLVD,,1001,29TH ST,,5155961,,"(30.2981358, -97.7484741)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7484741,30.2981358,,http://162.89.4.145/CCTVImages/CCTV90.jpg
92,LAMAR BLVD / 24TH ST,TURNED_ON,,Sarix,LOC16-000535,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2300,LAMAR BLVD,,1301,24TH ST,,5155404,,"(30.2885342, -97.7527695)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7527695,30.2885342,,http://162.89.4.145/CCTVImages/CCTV92.jpg
93,LAMAR BLVD / MARTIN LUTHER KING JR BLVD,TURNED_ON,,Sarix,LOC16-000545,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1900,LAMAR BLVD,,1109,MARTIN LUTHER KING JR BLVD,,5155501,,"(30.2836018, -97.7520752)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7520752,30.2836018,,http://162.89.4.145/CCTVImages/CCTV93.jpg
95,6TH ST / LAMAR BLVD,TURNED_ON,,Sarix,LOC16-000585,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,900,6TH ST,,500,LAMAR BLVD,,5155322,,"(30.2715378, -97.7539673)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7539673,30.2715378,,http://162.89.4.145/CCTVImages/CCTV95.jpg
101,BARTON SPRINGS RD / ROBERT E LEE RD,TURNED_ON,09/27/2017,Sarix,LOC16-000645,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,1901,BARTON SPRINGS RD,,401,ROBERT E LEE RD,,5153923,,"(30.2647686, -97.7649841)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7649841,30.2647686,,http://162.89.4.145/CCTVImages/CCTV101.jpg
102,CONGRESS AVE / BARTON SPRINGS RD,TURNED_ON,,Sarix,LOC16-000655,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,300,CONGRESS AVE,,101,BARTON SPRINGS RD,,5156502,,"(30.2591114, -97.7461395)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7461395,30.2591114,,http://162.89.4.145/CCTVImages/CCTV102.jpg
104,CONGRESS AVE / OLTORF ST,TURNED_ON,,Sarix,LOC16-000710,,SOUTHWEST,"3,9",AUSTIN FULL PURPOSE,ROADWAY,,,2300,CONGRESS AVE,,101,OLTORF ST,,5155470,,"(30.23876, -97.7535172)",ONLINE,01/18/2018 03:30:00 PM +0000,-97.7535172,30.23876,,http://162.89.4.145/CCTVImages/CCTV104.jpg
105,OLTORF ST / 1ST ST,TURNED_ON,,Sarix,LOC16-000720,,SOUTHWEST,"3,9",AUSTIN FULL PURPOSE,ROADWAY,,,600,OLTORF ST,,2301,1ST ST,,5154726,,"(30.2421112, -97.7596207)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7596207,30.2421112,,http://162.89.4.145/CCTVImages/CCTV105.jpg
106,CESAR CHAVEZ ST / LAVACA ST,TURNED_ON,,Sarix,LOC16-000735,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300,CESAR CHAVEZ ST,,100,LAVACA ST,,5156353,,"(30.2640705, -97.7469406)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7469406,30.2640705,,http://162.89.4.145/CCTVImages/CCTV106.jpg
107,SAN JACINTO BLVD / 2ND ST,TURNED_ON,,Sarix,LOC16-000750,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200,SAN JACINTO BLVD,,200,2ND ST,,5157156,,"(30.2636414, -97.7417908)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7417908,30.2636414,,http://162.89.4.145/CCTVImages/CCTV107.jpg
108,GUADALUPE ST / 2ND ST,TURNED_ON,09/27/2017,Sarix,LOC16-000760,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200,GUADALUPE ST,,401,2ND ST,,5156234,,"(30.2652874, -97.747673)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.747673,30.2652874,,http://162.89.4.145/CCTVImages/CCTV108.jpg
109,CONGRESS AVE / 2ND ST,TURNED_ON,,Sarix,LOC16-000770,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200,CONGRESS AVE,,101,2ND ST,,5156770,,"(30.2643204, -97.744194)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.744194,30.2643204,,http://162.89.4.145/CCTVImages/CCTV109.jpg
103,CONGRESS AVE / LIVE OAK ST,TURNED_ON,,Sarix,LOC16-000705,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,2109,CONGRESS AVE,,100,LIVE OAK ST,,5155594,,"(30.2418518, -97.7525253)",ONLINE,03/24/2018 01:30:00 PM +0000,-97.7525253,30.2418518,,http://162.89.4.145/CCTVImages/CCTV103.jpg
97,LAMAR BLVD / RIVERSIDE DR,TURNED_ON,,Sarix,LOC16-000595,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,200,LAMAR BLVD,,1200,RIVERSIDE DR,,5154958,,"(30.2645245, -97.757103)",ONLINE,03/31/2018 08:30:00 AM +0000,-97.757103,30.2645245,,http://162.89.4.145/CCTVImages/CCTV97.jpg
98,LAMAR BLVD / OLTORF ST,TURNED_ON,,Sarix,LOC16-000610,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,2059,LAMAR BLVD,,1401,OLTORF ST,,5153332,,"(30.2484131, -97.7699509)",ONLINE,03/31/2018 08:30:00 AM +0000,-97.7699509,30.2484131,,http://162.89.4.145/CCTVImages/CCTV98.jpg
99,LAMAR BLVD / BLUEBONNET LN,TURNED_ON,,Sarix,LOC16-000615,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,2261,LAMAR BLVD,,2401,BLUEBONNET LN,,5152555,,"(30.2469234, -97.7771835)",ONLINE,03/31/2018 08:30:00 AM +0000,-97.7771835,30.2469234,,http://162.89.4.145/CCTVImages/CCTV99.jpg
110,AIRPORT BLVD / SPRINGDALE RD,TURNED_ON,,Sarix,LOC16-000795,,NORTHEAST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1124,AIRPORT BLVD,,1000,SPRINGDALE RD,,5162623,,"(30.2656097, -97.6955109)",ONLINE,02/03/2018 03:30:00 PM +0000,-97.6955109,30.2656097,,http://162.89.4.145/CCTVImages/CCTV110.jpg
119,ENFIELD RD / WINSTED LN,TURNED_ON,,Sarix,LOC16-001035,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,2008,ENFIELD RD,,1300,WINSTED LN,,5153892,,"(30.2862911, -97.7646103)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7646103,30.2862911,,http://162.89.4.145/CCTVImages/CCTV119.jpg
120,15TH ST / CONGRESS AVE,TURNED_ON,,Sarix,LOC16-001090,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,100,15TH ST,,1500,CONGRESS AVE,,5157428,,"(30.2769184, -97.7394943)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7394943,30.2769184,,http://162.89.4.145/CCTVImages/CCTV120.jpg
123,15TH ST / 35 SVRD,TURNED_ON,,Sarix,LOC16-001115,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,800,15TH ST,,1500,IH 35 SVRD,,5158612,,"(30.2747765, -97.7317581)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7317581,30.2747765,,http://162.89.4.145/CCTVImages/CCTV123.jpg
125,BARTON SPRINGS RD / DAWSON RD,TURNED_ON,,Sarix,LOC16-001150,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1100,BARTON SPRINGS RD,,501,DAWSON RD,,5155151,,"(30.2603436, -97.7557068)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7557068,30.2603436,,http://162.89.4.145/CCTVImages/CCTV125.jpg
126,CESAR CHAVEZ ST / WALTER SEAHOLM DR,TURNED_ON,09/20/2016,Sarix,LOC16-001170,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,816,CESAR CHAVEZ ST,,100,WALTER SEAHOLM DR,,5155385,,"(30.266, -97.75353)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.75353,30.266,,http://162.89.4.145/CCTVImages/CCTV126.jpg
127,CONGRESS AVE / 11TH ST,TURNED_ON,,Sarix,LOC16-001235,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,1000,CONGRESS AVE,,101,11TH ST,,5157222,,"(30.2727489, -97.7411041)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7411041,30.2727489,,http://162.89.4.145/CCTVImages/CCTV127.jpg
128,DESSAU RD / BRAKER LN,TURNED_ON,,Sarix,LOC16-001265,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,11800,DESSAU RD,,1400,BRAKER LN,,5165721,,"(30.3772907, -97.6586609)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.6586609,30.3772907,,http://162.89.4.145/CCTVImages/CCTV128.jpg
130,LAVACA ST / 4TH ST,TURNED_ON,,Sarix,LOC16-001405,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400,LAVACA ST,,301,4TH ST,,5156508,,"(30.2668762, -97.7458725)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7458725,30.2668762,,http://162.89.4.145/CCTVImages/CCTV130.jpg
131,7TH ST / SAN JACINTO BLVD,TURNED_ON,,Sarix,LOC16-001440,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200,7TH ST,,700,SAN JACINTO BLVD,,5157390,,"(30.2682953, -97.740036)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.740036,30.2682953,,http://162.89.4.145/CCTVImages/CCTV131.jpg
132,6TH ST / LAVACA ST,TURNED_ON,,Sarix,LOC16-001470,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300,6TH ST,,600,LAVACA ST,,5156605,,"(30.2687168, -97.7452011)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7452011,30.2687168,,http://162.89.4.145/CCTVImages/CCTV132.jpg
112,AIRPORT BLVD / 45TH ST,TURNED_ON,,Sarix,LOC16-000840,,NORTHEAST,9,AUSTIN FULL PURPOSE,ROADWAY,,,4506,AIRPORT BLVD,,1028,45TH ST,,5160322,,"(30.3036251, -97.7159805)",ONLINE,02/27/2018 03:30:00 PM +0000,-97.7159805,30.3036251,,http://162.89.4.145/CCTVImages/CCTV112.jpg
124,CONGRESS AVE / ELIZABETH ST,TURNED_ON,,Sarix,LOC16-001120,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1500,CONGRESS AVE,,101,ELIZABETH ST,,5155942,,"(30.2489243, -97.749939)",ONLINE,02/28/2018 03:30:00 PM +0000,-97.749939,30.2489243,,http://162.89.4.145/CCTVImages/CCTV124.jpg
111,AIRPORT BLVD / MARTIN LUTHER KING JR BLVD,TURNED_ON,,Sarix,LOC16-000815,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,1900,AIRPORT BLVD,,3200,MARTIN LUTHER KING JR BLVD,,5161612,,"(30.2825718, -97.703949)",ONLINE,03/10/2018 03:30:00 PM +0000,-97.703949,30.2825718,,http://162.89.4.145/CCTVImages/CCTV111.jpg
133,6TH ST / CONGRESS AVE,TURNED_ON,,Sarix,LOC16-001480,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100,6TH ST,,600,CONGRESS AVE,,5156982,,"(30.2680664, -97.7428131)",ONLINE,03/10/2018 03:30:00 PM +0000,-97.7428131,30.2680664,,http://162.89.4.145/CCTVImages/CCTV133.jpg
129,RED RIVER ST / 10TH ST,TURNED_ON,03/16/2018,Sarix,LOC16-001305,,CENTRAL,"1,9",AUSTIN FULL PURPOSE,ROADWAY,,,1000,RED RIVER ST,,500,10TH ST,,5158042,,"(30.2702274, -97.7357712)",ONLINE,03/17/2018 01:30:00 PM +0000,-97.7357712,30.2702274,,http://162.89.4.145/CCTVImages/CCTV129.jpg
114,LAMAR BLVD / LAMAR BLVD SVRD (BRODIE OAKS SHOPPING CENTER),TURNED_ON,,Sarix,LOC16-000910,BRODIE OAKS SHOPPING CENTER,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,3802,LAMAR BLVD,,4101,LAMAR BLVD SVRD,,5151029,,"(30.2362595, -97.7925873)",ONLINE,03/31/2018 08:30:00 AM +0000,-97.7925873,30.2362595,,http://162.89.4.145/CCTVImages/CCTV114.jpg
116,MANCHACA RD / WILLIAM CANNON DR,TURNED_ON,,Sarix,LOC16-000960,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,6800,MANCHACA RD,,2000,WILLIAM CANNON DR,,5149842,,"(30.2029133, -97.8069077)",ONLINE,03/31/2018 08:30:00 AM +0000,-97.8069077,30.2029133,,http://162.89.4.145/CCTVImages/CCTV116.jpg
117,MANCHACA RD / SLAUGHTER LN,TURNED_ON,01/30/2018,Advidia,LOC16-000975,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,9614,MANCHACA RD,,2001,SLAUGHTER LN,,5148563,,"(30.1737366, -97.8237305)",ONLINE,03/31/2018 08:30:00 AM +0000,-97.8237305,30.1737366,,http://162.89.4.145/CCTVImages/CCTV117.jpg
135,5TH ST / BRAZOS ST,TURNED_ON,,Sarix,LOC16-001540,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100,5TH ST,,500,BRAZOS ST,,5157141,,"(30.2667561, -97.7418365)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7418365,30.2667561,,http://162.89.4.145/CCTVImages/CCTV135.jpg
137,PEARCE LN / ROSS RD,TURNED_ON,,Sarix,LOC16-001575,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,12400,PEARCE LN,,5413,ROSS RD,,5168019,,"(30.1694298, -97.6231079)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.6231079,30.1694298,,http://162.89.4.145/CCTVImages/CCTV137.jpg
139,GUADALUPE ST / 4TH ST,TURNED_ON,,Sarix,LOC16-001590,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400,GUADALUPE ST,,401,4TH ST,,5156339,,"(30.2671833, -97.7469635)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7469635,30.2671833,,http://162.89.4.145/CCTVImages/CCTV139.jpg
140,12TH ST / 35 SVRD,TURNED_ON,,Sarix,LOC16-001615,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,718,12TH ST,,1200,IH 35 SVRD,,5158498,,"(30.2718334, -97.7327881)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7327881,30.2718334,,http://162.89.4.145/CCTVImages/CCTV140.jpg
141,1ST ST / POWELL CIR,TURNED_ON,,Sarix,LOC16-001630,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,2912,1ST ST,,501,POWELL CIR,,5154173,,"(30.2352734, -97.7639542)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7639542,30.2352734,,http://162.89.4.145/CCTVImages/CCTV141.jpg
142,7TH ST / 35 SVRD,TURNED_ON,,Sarix,LOC16-001640,,CENTRAL,"3,1,9",AUSTIN FULL PURPOSE,ROADWAY,,,700,7TH ST,,700,IH 35 SVRD,,5158252,,"(30.2668209, -97.7346649)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7346649,30.2668209,,http://162.89.4.145/CCTVImages/CCTV142.jpg
144,RIVERSIDE DR / FARO DR,TURNED_ON,,Sarix,LOC16-001650,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,5200,RIVERSIDE DR,,1901,FARO DR,,5160906,,"(30.2295113, -97.7126312)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7126312,30.2295113,,http://162.89.4.145/CCTVImages/CCTV144.jpg
145,11TH ST / 35 SVRD,TURNED_ON,,Sarix,LOC16-001670,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,718,11TH ST,,1100,IH 35 SVRD,,5158544,,"(30.2703285, -97.7324753)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7324753,30.2703285,,http://162.89.4.145/CCTVImages/CCTV145.jpg
146,IH 35 SVRD / 6TH ST,TURNED_ON,09/15/2017,Sarix,LOC16-001695,,CENTRAL,3,AUSTIN FULL PURPOSE,ROADWAY,,,600,IH 35 SVRD,,800,6TH ST,,5158331,,"(30.2656364, -97.7341995)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7341995,30.2656364,,http://162.89.4.145/CCTVImages/CCTV146.jpg
147,7TH ST / CHICON ST,TURNED_ON,,Sarix,LOC16-001725,,CENTRAL,"3,1",AUSTIN FULL PURPOSE,ROADWAY,,,1700,7TH ST,,700,CHICON ST,,5159761,,"(30.2625771, -97.7221146)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7221146,30.2625771,,http://162.89.4.145/CCTVImages/CCTV147.jpg
151,7TH ST / SPRINGDALE RD,TURNED_ON,,Sarix,LOC16-001800,,CENTRAL,3,AUSTIN FULL PURPOSE,ROADWAY,,,3500,7TH ST,,700,SPRINGDALE RD,,5161943,,"(30.2560368, -97.7016754)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7016754,30.2560368,,http://162.89.4.145/CCTVImages/CCTV151.jpg
155,PLEASANT VALLEY RD / RIVERSIDE DR,TURNED_ON,,Sarix,LOC16-001920,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1950,PLEASANT VALLEY RD,,2512,RIVERSIDE DR,,5159771,,"(30.2341137, -97.7228088)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7228088,30.2341137,,http://162.89.4.145/CCTVImages/CCTV155.jpg
156,1ST ST / ST ELMO RD,TURNED_ON,,Sarix,LOC16-001970,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,4400,1ST ST,,601,ST ELMO RD,,5153096,,"(30.2210426, -97.7728806)",OFFLINE,01/20/2018 03:30:00 PM +0000,-97.7728806,30.2210426,,http://162.89.4.145/CCTVImages/CCTV156.jpg
157,WILLIAM CANNON DR / 1ST ST,TURNED_ON,,Sarix,LOC16-001980,,SOUTHWEST,2,AUSTIN FULL PURPOSE,ROADWAY,,,700,WILLIAM CANNON DR,,6519,1ST ST,,5151543,,"(30.1970978, -97.7878189)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7878189,30.1970978,,http://162.89.4.145/CCTVImages/CCTV157.jpg
150,CESAR CHAVEZ ST / PLEASANT VALLEY RD,TURNED_ON,,Sarix,LOC16-001795,,CENTRAL,3,AUSTIN FULL PURPOSE,ROADWAY,,,2700,CESAR CHAVEZ ST,,100,PLEASANT VALLEY RD,,5160822,,"(30.2529888, -97.7127838)",ONLINE,03/09/2018 03:30:00 PM +0000,-97.7127838,30.2529888,,http://162.89.4.145/CCTVImages/CCTV150.jpg
158,CONGRESS AVE / EBERHART LN,TURNED_ON,,Sarix,LOC16-002010,,SOUTHWEST,2,AUSTIN FULL PURPOSE,ROADWAY,,,6400,CONGRESS AVE,,101,EBERHART LN,,5152698,,"(30.1970272, -97.7771225)",ONLINE,03/28/2018 01:30:00 PM +0000,-97.7771225,30.1970272,,http://162.89.4.145/CCTVImages/CCTV158.jpg
153,OLTORF ST / 35 SVRD,TURNED_ON,,Sarix,LOC16-001875,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1400,OLTORF ST,,2200,IH 35 SVRD,,5157291,,"(30.2338505, -97.7416534)",ONLINE,03/29/2018 08:30:00 AM +0000,-97.7416534,30.2338505,,http://162.89.4.145/CCTVImages/CCTV153.jpg
138,WEST GATE BLVD / LAMAR BLVD SVRD,TURNED_ON,,Sarix,LOC16-001585,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,4500,WEST GATE BLVD,,4545,LAMAR BLVD SVRD,,5150362,,"(30.2319736, -97.8005447)",ONLINE,03/31/2018 08:30:00 AM +0000,-97.8005447,30.2319736,,http://162.89.4.145/CCTVImages/CCTV138.jpg
136,5TH ST / TRINITY ST,TURNED_ON,,Sarix,LOC16-001550,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300,5TH ST,,500,TRINITY ST,,5157443,,"(30.2661324, -97.7396774)",OFFLINE,04/06/2018 08:30:00 AM +0000,-97.7396774,30.2661324,,http://162.89.4.145/CCTVImages/CCTV136.jpg
159,WILLIAM CANNON DR / 35 SVRD,TURNED_ON,,Sarix,LOC16-002025,,SOUTHWEST,2,AUSTIN FULL PURPOSE,ROADWAY,,,900,WILLIAM CANNON DR,,6425,IH 35 SVRD,,5153510,,"(30.1902447, -97.7701111)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7701111,30.1902447,,http://162.89.4.145/CCTVImages/CCTV159.jpg
160,WILLIAM CANNON DR / BLUFF SPRINGS RD,TURNED_ON,,Sarix,LOC16-002030,,SOUTHWEST,2,AUSTIN FULL PURPOSE,ROADWAY,,,1616,WILLIAM CANNON DR,,6601,BLUFF SPRINGS RD,,5153808,,"(30.1891956, -97.7678909)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7678909,30.1891956,,http://162.89.4.145/CCTVImages/CCTV160.jpg
161,CONGRESS AVE / BEN WHITE BLVD SVRD,TURNED_ON,,Sarix,LOC16-002035,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,3900,CONGRESS AVE,,100,BEN WHITE BLVD SVRD,,5154265,,"(30.2234097, -97.7635956)",ONLINE,01/27/2018 03:30:00 PM +0000,-97.7635956,30.2234097,,http://162.89.4.145/CCTVImages/CCTV161.jpg
167,LAKE AUSTIN BLVD / ATLANTA ST,TURNED_ON,,Sarix,LOC16-002110,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,2201,LAKE AUSTIN BLVD,,410,ATLANTA ST,,5153187,,"(30.2772179, -97.7704849)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7704849,30.2772179,,http://162.89.4.145/CCTVImages/CCTV167.jpg
172,METRIC BLVD / PARMER LN,TURNED_ON,,Sarix,LOC16-002230,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,12420,METRIC BLVD,,1601,PARMER LN,,5162712,,"(30.4132328, -97.6905823)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.6905823,30.4132328,,http://162.89.4.145/CCTVImages/CCTV172.jpg
181,US 183 HWY / BURLESON RD,TURNED_ON,,Sarix,LOC16-002435,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,4500,US 183 HWY,,8300,BURLESON RD,,5163798,,"(30.1828804, -97.6876297)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.6876297,30.1828804,,http://162.89.4.145/CCTVImages/CCTV181.jpg
182,BASTROP HWY / VARGAS RD,TURNED_ON,,Sarix,LOC16-002440,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,247,BASTROP HWY,,301,VARGAS RD,,5163534,,"(30.2398014, -97.6882172)",OFFLINE,01/11/2018 03:30:00 PM +0000,-97.6882172,30.2398014,,http://162.89.4.145/CCTVImages/CCTV182.jpg
183,BURLESON RD / SMITH SCHOOL RD,TURNED_ON,,Sarix,LOC16-002445,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,6714,BURLESON RD,,4001,SMITH SCHOOL RD,,5161340,,"(30.2012062, -97.709137)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.709137,30.2012062,,http://162.89.4.145/CCTVImages/CCTV183.jpg
